,file number,district code,district name,neighborhood code,neighborhood name,street code,street name,postal no.,i describe the day of the week,nk  year,month/year,month name,day month,shift description,time of day,i describe a pedestrian cause,desc type of vehicle involved,description of sex,how old are you?,description of the type of person,i describe the place of the road run over,descriptio reason for commuting,i describe the reason for the displacement of the driver,victimization description,utm x ed50 coordinate,utm and ed50 coordinate,length wgs84,wgs84 latitude
75,2021S004102    ,7,Horta-Guinardó,35,el Guinardó,364506,Vinyals,0019 0019,Dimecres,2021,7,Juliol,21,Matí,13,No és causa del  vianant,Motocicleta,Dona,52,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431219.42,4585826.24,2.175812967,41.419202004
76,2021S003176    ,7,Horta-Guinardó,37,el Carmel,55002,Calderón de la Barca,0111 0111,Dissabte,2021,6,Juny,12,Tarda,20,No és causa del  vianant,Turisme,Dona,39,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429669.02,4585893.68,2.157254171,41.419675125
77,2021S006540    ,7,Horta-Guinardó,43,Horta,120705,Fàtima,0005 0005,Dilluns,2021,11,Novembre,15,Tarda,15,Transitar a peu per la calçada,Furgoneta,Home,62,Vianant,A la vorera / Andana                                                                                                                                  ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,429569.57,4587312.01,2.155898909,41.432440749
78,2021S000724    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,45701,Quinze,0040X0040X,Dijous,2021,2,Febrer,11,Tarda,21,No és causa del  vianant,Furgoneta,Home,28,Vianant,A la vorera / Andana                                                                                                                                  ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,431224.37,4586708.85,2.175771755,41.427151793
79,2021S001567    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,111704,Escòcia,0030 0032,Divendres,2021,3,Març,26,Matí,11,No és causa del  vianant,Bicicleta,Dona,80,Vianant,A la vorera / Andana                                                                                                                                  ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,431804.39,4586881.59,2.182693231,41.428757083
80,2021S001104    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,209900,Meridiana,0355 0357,Dijous,2021,3,Març,4,Matí,10,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,43,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431928.36,4586808.91,2.184184979,41.428113
81,2021S005061    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,266100,Prat d'en Roquer,0009 0013,Dilluns,2021,9,Setembre,13,Matí,13,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,73,Vianant,A la vorera / Andana                                                                                                                                  ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,431325.36,4586527.8,2.177000855,41.425529783
82,2021S000885    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,319400,Santiago Rusiñol,0002A0002A,Divendres,2021,2,Febrer,19,Tarda,15,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,43,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430565.21,4586900.28,2.167861754,41.428819194
83,2021S004013    ,8,Nou Barris,45,Porta,107605,Eduard Tubau,0024 0024,Dissabte,2021,7,Juliol,17,Matí,10,No és causa del  vianant,Furgoneta,Home,63,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431229.19,4587898.95,2.175693948,41.43787101
84,2021S006071    ,8,Nou Barris,45,Porta,351901,Valldaura,0294 0294,Dimecres,2021,10,Octubre,27,Matí,10,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,44,Conductor,A la vorera / Andana                                                                                                                                  ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431927.43,4588064.59,2.184032338,41.439422402
85,2021S001719    ,8,Nou Barris,46,el Turó de la Peira,54000,Cadí,0023 0023,Dissabte,2021,4,Abril,3,Tarda,15,No és causa del  vianant,Motocicleta,Home,54,Vianant,A la vorera / Andana                                                                                                                                  ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,430640.89,4587195.09,2.168733575,41.43148098
86,2021S006098    ,8,Nou Barris,46,el Turó de la Peira,119003,Fabra i Puig,0278 0278,Dijous,2021,10,Octubre,28,Matí,9,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,73,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430943.82,4587080.88,2.172371959,41.43047845
87,2021S001768    ,8,Nou Barris,47,Can Peguera,349808,Urrutia,0037 0051,Dimecres,2021,4,Abril,7,Tarda,18,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,44,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430401.05,4587697.63,2.165805378,41.435986406
88,2021S000020    ,8,Nou Barris,48,la Guineueta,356905,Verdum,0011 0017,Dissabte,2021,1,Gener,2,Tarda,20,No és causa del  vianant,"Camió rígid <= 3,5 tones",Home,58,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430961.39,4587723.61,2.172508767,41.436268794
89,2021S002938    ,8,Nou Barris,50,les Roquetes,9901,Almansa,0072 0072,Dimecres,2021,6,Juny,2,Tarda,21,Desobeir el senyal del semàfor,Motocicleta,Home,25,Vianant,A la vorera / Andana                                                                                                                                  ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,431101.82,4588664.31,2.174082159,41.444753394
90,2021S002938    ,8,Nou Barris,50,les Roquetes,9901,Almansa,0072 0072,Dimecres,2021,6,Juny,2,Tarda,21,Desobeir el senyal del semàfor,Motocicleta,Home,29,Conductor,A la vorera / Andana                                                                                                                                  ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,431101.82,4588664.31,2.174082159,41.444753394
91,2021S004604    ,8,Nou Barris,52,la Prosperitat,46602,Borràs,0045 0049,Dijous,2021,8,Agost,19,Matí,13,No és causa del  vianant,Turisme,Home,59,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431337.97,4588198.84,2.176961809,41.440581323
92,2021S004314    ,8,Nou Barris,52,la Prosperitat,174307,Júlia,0162 0162,Dissabte,2021,7,Juliol,31,Matí,12,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,30,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431540.13,4588663.25,2.179328852,41.444781366
93,2021S003026    ,8,Nou Barris,52,la Prosperitat,314905,Santa Engràcia,0077 0077,Diumenge,2021,6,Juny,6,Tarda,19,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,65,Vianant,A la vorera / Andana                                                                                                                                  ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,431479.68,4588259.56,2.17865108,41.441140319
94,2021S004629    ,8,Nou Barris,53,la Trinitat Nova,250507,Pedrosa,0023 0023,Divendres,2021,8,Agost,20,Tarda,20,Altres,Turisme,Dona,86,Vianant,A la vorera / Andana                                                                                                                                  ,Es desconeix,Desconegut,Ferit greu: hospitalització superior a 24h,431901.95,4589100.62,2.183610506,41.44875139
95,2021S002774    ,8,Nou Barris,54,Torre Baró,351402,Vallbona,0055 0055,Dimecres,2021,5,Maig,26,Tarda,17,No és causa del  vianant,Bicicleta,Dona,75,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431986.71,4590107.15,2.184511702,41.457824022
96,2021S002647    ,9,Sant Andreu,57,la Trinitat Vella,187400,Madriguera,0031 0031,Dimecres,2021,5,Maig,19,Tarda,20,No és causa del  vianant,Altres vehicles amb motor,Dona,47,Vianant,A la vorera / Andana                                                                                                                                  ,Altres activitats,Desconegut,Ferit lleu: Hospitalització fins a 24h,432570.91,4589183.37,2.191609231,41.449553198
97,2021S002712    ,9,Sant Andreu,59,el Bon Pastor,701266,Litoral (Llobregat),0030E0000,Dissabte,2021,5,Maig,22,Tarda,18,No és causa del  vianant,Turisme,Dona,33,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,433753.46,4588457.97,2.205845097,41.443118278
98,2021S005978    ,9,Sant Andreu,60,Sant Andreu,204703,Matagalls,0010 0010,Dissabte,2021,10,Octubre,23,Matí,11,No és causa del  vianant,Bicicleta,Home,35,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432260.36,4587762.85,2.188051042,41.436732905
99,2021S000949    ,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,0081 0085,Dimecres,2021,2,Febrer,24,Matí,11,No és causa del  vianant,Turisme,Dona,87,Vianant,A la vorera / Andana                                                                                                                                  ,Es desconeix,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432393.36,4586994.97,2.189728804,41.429828077
100,2021S001917    ,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,0094 0094,Dimecres,2021,4,Abril,14,Matí,10,No és causa del  vianant,Bicicleta,Home,63,Vianant,A la vorera / Andana                                                                                                                                  ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,432397.28,4587047.14,2.189769879,41.430298286
